LEVEL,DATE
28.95,29/05/2017
28.96,30/05/2017
28.96,31/05/2017
28.97,01/06/2017
28.99,02/06/2017
29.00,03/06/2017
29.00,04/06/2017
29.00,05/06/2017
28.99,06/06/2017
28.98,07/06/2017
28.96,08/06/2017
28.95,09/06/2017
28.94,10/06/2017
28.92,11/06/2017
28.90,12/06/2017
28.89,13/06/2017
28.87,14/06/2017
28.85,15/06/2017
28.82,16/06/2017
28.81,17/06/2017
28.80,18/06/2017
28.78,19/06/2017
28.75,20/06/2017
28.72,21/06/2017
28.70,22/06/2017
28.69,23/06/2017
28.68,24/06/2017
28.67,25/06/2017
28.66,26/06/2017
28.64,27/06/2017
28.61,28/06/2017
28.59,29/06/2017
28.57,30/06/2017
28.56,01/07/2017
28.55,02/07/2017
28.55,03/07/2017
28.55,04/07/2017
28.52,05/07/2017
28.48,06/07/2017
28.47,07/07/2017
28.45,08/07/2017
28.43,09/07/2017
28.40,10/07/2017
28.37,11/07/2017
28.34,12/07/2017
28.31,13/07/2017
28.29,14/07/2017
28.27,15/07/2017
28.24,16/07/2017
28.21,17/07/2017
28.17,18/07/2017
28.12,19/07/2017
28.08,20/07/2017
28.03,21/07/2017
28.00,22/07/2017
27.96,23/07/2017
27.92,24/07/2017
27.87,25/07/2017
27.82,26/07/2017
27.79,27/07/2017
27.74,28/07/2017
27.69,29/07/2017
27.63,30/07/2017
27.57,31/07/2017
27.51,01/08/2017
27.45,02/08/2017
27.40,03/08/2017
27.36,04/08/2017
27.32,05/08/2017
27.27,06/08/2017
27.22,07/08/2017
27.19,08/08/2017
27.17,09/08/2017
27.14,10/08/2017
27.07,11/08/2017
26.92,12/08/2017
26.77,13/08/2017
26.61,14/08/2017
26.44,15/08/2017
26.29,16/08/2017
26.18,17/08/2017
26.06,18/08/2017
25.93,19/08/2017
25.79,20/08/2017
25.65,21/08/2017
25.52,22/08/2017
25.36,23/08/2017
25.19,24/08/2017
25.04,25/08/2017
24.86,26/08/2017
24.68,27/08/2017
24.49,28/08/2017
24.29,29/08/2017
24.08,30/08/2017
23.83,31/08/2017
23.61,01/09/2017
23.37,02/09/2017
23.13,03/09/2017
22.88,04/09/2017
22.64,05/09/2017
22.39,06/09/2017
22.14,07/09/2017
21.88,08/09/2017
21.64,09/09/2017
21.40,10/09/2017
21.17,11/09/2017
20.92,12/09/2017
20.69,13/09/2017
20.50,14/09/2017
20.27,15/09/2017
20.11,16/09/2017
19.95,17/09/2017
19.80,18/09/2017
19.61,19/09/2017
19.42,20/09/2017
19.21,21/09/2017
19.02,22/09/2017
18.84,23/09/2017
18.67,24/09/2017
18.50,25/09/2017
18.38,26/09/2017
18.27,27/09/2017
18.14,28/09/2017
18.00,29/09/2017
17.88,30/09/2017
17.76,01/10/2017
17.65,02/10/2017
17.52,03/10/2017
17.45,04/10/2017
17.39,05/10/2017
17.34,06/10/2017
17.36,07/10/2017
17.39,08/10/2017
17.42,09/10/2017
17.42,10/10/2017
17.42,11/10/2017
17.43,12/10/2017
17.45,13/10/2017
17.48,14/10/2017
17.51,15/10/2017
17.55,16/10/2017
17.59,17/10/2017
17.64,18/10/2017
17.68,19/10/2017
17.70,20/10/2017
17.72,21/10/2017
17.73,22/10/2017
17.74,23/10/2017
17.75,24/10/2017
17.76,25/10/2017
17.77,26/10/2017
17.78,27/10/2017
17.79,28/10/2017
17.79,29/10/2017
17.79,30/10/2017
17.78,31/10/2017
17.78,01/11/2017
17.79,02/11/2017
17.80,03/11/2017
17.84,04/11/2017
17.89,05/11/2017
17.94,06/11/2017
17.99,07/11/2017
18.07,08/11/2017
18.17,09/11/2017
18.24,10/11/2017
18.31,11/11/2017
18.39,12/11/2017
18.47,13/11/2017
18.53,14/11/2017
18.59,15/11/2017
18.66,16/11/2017
18.71,17/11/2017
18.76,18/11/2017
18.80,19/11/2017
18.83,20/11/2017
18.87,21/11/2017
18.92,22/11/2017
18.96,23/11/2017
19.00,24/11/2017
19.04,25/11/2017
19.09,26/11/2017
19.14,27/11/2017
19.19,28/11/2017
19.23,29/11/2017
19.27,30/11/2017
19.29,01/12/2017
19.31,02/12/2017
19.32,03/12/2017
19.33,04/12/2017
19.34,05/12/2017
19.36,06/12/2017
19.38,07/12/2017
19.31,08/12/2017
19.39,09/12/2017
19.39,10/12/2017
19.39,11/12/2017
19.40,12/12/2017
19.42,13/12/2017
19.43,14/12/2017
19.45,15/12/2017
19.47,16/12/2017
19.49,17/12/2017
19.52,18/12/2017
19.54,19/12/2017
19.59,20/12/2017
19.69,21/12/2017
19.76,22/12/2017
19.83,23/12/2017
19.90,24/12/2017
19.98,25/12/2017
20.07,26/12/2017
20.16,27/12/2017
20.24,28/12/2017
20.33,29/12/2017
20.42,30/12/2017
20.51,31/12/2017
20.61,01/01/2018
20.71,02/01/2018
20.79,03/01/2018
20.87,04/01/2018
20.96,05/01/2018
21.05,06/01/2018
21.13,07/01/2018
21.21,08/01/2018
21.28,09/01/2018
21.34,10/01/2018
21.41,11/01/2018
21.48,12/01/2018
21.54,13/01/2018
21.59,14/01/2018
21.64,15/01/2018
21.70,16/01/2018
21.77,17/01/2018
21.86,18/01/2018
21.91,19/01/2018
21.95,20/01/2018
21.98,21/01/2018
22.01,22/01/2018
22.08,23/01/2018
22.15,24/01/2018
22.21,25/01/2018
22.26,26/01/2018
22.32,27/01/2018
22.38,28/01/2018
22.45,29/01/2018
22.50,30/01/2018
22.56,31/01/2018
22.61,01/02/2018
22.69,02/02/2018
22.77,03/02/2018
22.84,04/02/2018
22.91,05/02/2018
22.97,06/02/2018
23.04,07/02/2018
23.10,08/02/2018
23.15,09/02/2018
23.21,10/02/2018
23.27,11/02/2018
23.34,12/02/2018
23.42,13/02/2018
23.51,14/02/2018
23.57,15/02/2018
23.62,16/02/2018
23.68,17/02/2018
23.74,18/02/2018
23.81,19/02/2018
23.89,20/02/2018
23.94,21/02/2018
23.97,22/02/2018
24.01,23/02/2018
24.05,24/02/2018
24.09,25/02/2018
24.14,26/02/2018
24.19,27/02/2018
24.25,28/02/2018
24.28,01/03/2018
24.34,02/03/2018
24.37,03/03/2018
24.40,04/03/2018
24.42,05/03/2018
24.43,06/03/2018
24.45,07/03/2018
24.49,08/03/2018
24.51,09/03/2018
24.53,10/03/2018
24.54,11/03/2018
24.55,12/03/2018
24.55,13/03/2018
24.53,14/03/2018
24.51,15/03/2018
24.49,16/03/2018
24.49,17/03/2018
24.50,18/03/2018
24.51,19/03/2018
24.51,20/03/2018
24.51,21/03/2018
24.50,22/03/2018
24.48,23/03/2018
24.46,24/03/2018
24.45,25/03/2018
24.44,26/03/2018
24.41,27/03/2018
24.39,28/03/2018
24.41,29/03/2018
24.43,30/03/2018
24.45,31/03/2018
24.47,01/04/2018
24.48,02/04/2018
24.49,03/04/2018
24.51,04/04/2018
24.54,05/04/2018
24.59,06/04/2018
24.62,07/04/2018
24.66,08/04/2018
24.70,09/04/2018
24.78,10/04/2018
24.87,11/04/2018
24.93,12/04/2018
24.99,13/04/2018
25.05,14/04/2018
25.12,15/04/2018
25.19,16/04/2018
25.26,17/04/2018
25.32,18/04/2018
25.41,19/04/2018
25.48,20/04/2018
25.54,21/04/2018
25.61,22/04/2018
25.68,23/04/2018
25.75,24/04/2018
25.81,25/04/2018
25.86,26/04/2018
25.93,27/04/2018
26.00,28/04/2018
26.07,29/04/2018
26.15,30/04/2018
26.22,01/05/2018
26.28,02/05/2018
26.33,03/05/2018
26.37,04/05/2018
26.44,05/05/2018
26.51,06/05/2018
26.59,07/05/2018
26.68,08/05/2018
26.76,09/05/2018
26.83,10/05/2018
26.89,11/05/2018
26.95,12/05/2018
27.02,13/05/2018
27.09,14/05/2018
27.18,15/05/2018
27.24,16/05/2018
27.27,17/05/2018
27.32,18/05/2018
27.37,19/05/2018
27.42,20/05/2018
27.48,21/05/2018
27.54,22/05/2018
27.59,23/05/2018
27.64,24/05/2018
27.70,25/05/2018
27.74,26/05/2018
27.78,27/05/2018
27.81,28/05/2018
27.86,29/05/2018
27.91,30/05/2018
27.94,31/05/2018
27.97,01/06/2018
28.02,02/06/2018
28.06,03/06/2018
28.10,04/06/2018
28.12,05/06/2018
28.13,06/06/2018
28.14,07/06/2018
28.16,08/06/2018
28.18,09/06/2018
28.20,10/06/2018
28.21,11/06/2018
28.22,12/06/2018
28.24,13/06/2018
28.26,14/06/2018
28.27,15/06/2018
28.28,16/06/2018
28.29,17/06/2018
28.30,18/06/2018
28.32,19/06/2018
28.34,20/06/2018
28.36,21/06/2018
28.37,22/06/2018
28.38,23/06/2018
28.38,24/06/2018
28.38,25/06/2018
28.38,26/06/2018
28.38,27/06/2018
28.37,28/06/2018
28.36,29/06/2018
28.35,30/06/2018
28.34,01/07/2018
28.32,02/07/2018
28.31,03/07/2018
28.30,04/07/2018
28.29,05/07/2018
28.27,06/07/2018
28.26,07/07/2018
28.26,08/07/2018
28.26,09/07/2018
28.26,10/07/2018
28.26,11/07/2018
28.26,12/07/2018
28.25,13/07/2018
28.24,14/07/2018
28.23,15/07/2018
28.21,16/07/2018
28.19,17/07/2018
28.18,18/07/2018
28.17,19/07/2018
28.15,20/07/2018
28.13,21/07/2018
28.11,22/07/2018
28.08,23/07/2018
28.05,24/07/2018
28.01,25/07/2018
27.96,26/07/2018
27.93,27/07/2018
27.90,28/07/2018
27.86,29/07/2018
27.82,30/07/2018
27.79,31/07/2018
27.75,01/08/2018
27.71,02/08/2018
27.66,03/08/2018
27.62,04/08/2018
27.57,05/08/2018
27.52,06/08/2018
27.47,07/08/2018
27.41,08/08/2018
27.37,09/08/2018
27.32,10/08/2018
27.27,11/08/2018
27.22,12/08/2018
27.16,13/08/2018
27.10,14/08/2018
27.02,15/08/2018
26.95,16/08/2018
26.87,17/08/2018
26.83,18/08/2018
26.78,19/08/2018
26.73,20/08/2018
26.67,21/08/2018
26.61,22/08/2018
26.54,23/08/2018
26.46,24/08/2018
26.38,25/08/2018
26.30,26/08/2018
26.21,27/08/2018
26.11,28/08/2018
26.02,29/08/2018
25.92,30/08/2018
25.79,31/08/2018
25.72,01/09/2018
25.64,02/09/2018
25.56,03/09/2018
25.46,04/09/2018
25.36,05/09/2018
25.25,06/09/2018
25.15,07/09/2018
25.05,08/09/2018
24.95,09/09/2018
24.84,10/09/2018
24.76,11/09/2018
24.65,12/09/2018
24.55,13/09/2018
24.46,14/09/2018
24.36,15/09/2018
24.26,16/09/2018
24.15,17/09/2018
24.03,18/09/2018
23.93,19/09/2018
23.81,20/09/2018
23.70,21/09/2018
23.58,22/09/2018
23.46,23/09/2018
23.33,24/09/2018
23.21,25/09/2018
23.06,26/09/2018
22.91,27/09/2018
22.77,28/09/2018
22.60,29/09/2018
22.43,30/09/2018
22.25,01/10/2018
22.09,02/10/2018
21.89,03/10/2018
21.67,04/10/2018
21.44,05/10/2018
21.40,06/10/2018
21.36,07/10/2018
21.33,08/10/2018
21.27,09/10/2018
21.21,10/10/2018
21.07,11/10/2018
20.81,12/10/2018
20.55,13/10/2018
20.28,14/10/2018
20.01,15/10/2018
19.77,16/10/2018
19.49,17/10/2018
19.24,18/10/2018
18.99,19/10/2018
18.87,20/10/2018
18.77,21/10/2018
18.67,22/10/2018
18.56,23/10/2018
18.44,24/10/2018
18.31,25/10/2018
18.11,26/10/2018
17.89,27/10/2018
17.67,28/10/2018
17.46,29/10/2018
17.29,30/10/2018
17.21,31/10/2018
17.16,01/11/2018
17.13,02/11/2018
17.11,03/11/2018
17.08,04/11/2018
17.05,05/11/2018
17.05,06/11/2018
17.05,07/11/2018
17.05,08/11/2018
17.07,09/11/2018
17.08,10/11/2018
17.10,11/11/2018
17.12,12/11/2018
17.17,13/11/2018
17.21,14/11/2018
17.26,15/11/2018
17.32,16/11/2018
17.39,17/11/2018
17.47,18/11/2018
17.55,19/11/2018
17.63,20/11/2018
17.72,21/11/2018
17.79,22/11/2018
17.88,23/11/2018
17.96,24/11/2018
18.03,25/11/2018
18.11,26/11/2018
18.18,27/11/2018
18.27,28/11/2018
18.37,29/11/2018
18.49,30/11/2018
18.61,01/12/2018
18.73,02/12/2018
18.86,03/12/2018
19.01,04/12/2018
19.17,05/12/2018
19.33,06/12/2018
19.50,07/12/2018
19.68,08/12/2018
19.88,09/12/2018
20.08,10/12/2018
20.29,11/12/2018
20.44,12/12/2018
20.61,13/12/2018
20.79,14/12/2018
20.96,15/12/2018
21.13,16/12/2018
21.29,17/12/2018
21.41,18/12/2018
21.55,19/12/2018
21.67,20/12/2018
21.77,21/12/2018
21.88,22/12/2018
21.98,23/12/2018
22.08,24/12/2018
22.18,25/12/2018
22.27,26/12/2018
22.36,27/12/2018
22.44,28/12/2018
22.51,29/12/2018
22.58,30/12/2018
22.64,31/12/2018
22.72,01/01/2019
22.79,02/01/2019
22.88,03/01/2019
22.99,04/01/2019
23.05,05/01/2019
23.10,06/01/2019
23.15,07/01/2019
23.21,08/01/2019
23.29,09/01/2019
23.35,10/01/2019
23.42,11/01/2019
23.48,12/01/2019
23.54,13/01/2019
23.59,14/01/2019
23.63,15/01/2019
23.69,16/01/2019
23.76,17/01/2019
23.81,18/01/2019
23.84,19/01/2019
23.87,20/01/2019
23.89,21/01/2019
23.92,22/01/2019
23.98,23/01/2019
24.04,24/01/2019
24.08,25/01/2019
24.12,26/01/2019
24.17,27/01/2019
24.22,28/01/2019
24.26,29/01/2019
24.29,30/01/2019
24.32,31/01/2019
24.36,01/02/2019
24.39,02/02/2019
24.43,03/02/2019
24.47,04/02/2019
24.51,05/02/2019
24.56,06/02/2019
24.60,07/02/2019
24.65,08/02/2019
24.70,09/02/2019
24.76,10/02/2019
24.82,11/02/2019
24.87,12/02/2019
24.91,13/02/2019
24.97,14/02/2019
25.02,15/02/2019
25.07,16/02/2019
25.12,17/02/2019
25.16,18/02/2019
25.22,19/02/2019
25.24,20/02/2019
25.26,21/02/2019
25.30,22/02/2019
25.36,23/02/2019
25.42,24/02/2019
25.47,25/02/2019
25.51,26/02/2019
25.55,27/02/2019
25.58,28/02/2019
25.61,01/03/2019
25.64,02/03/2019
25.67,03/03/2019
25.69,04/03/2019
25.70,05/03/2019
25.71,06/03/2019
25.71,07/03/2019
25.72,08/03/2019
25.73,09/03/2019
25.74,10/03/2019
25.76,11/03/2019
25.77,12/03/2019
25.79,13/03/2019
25.81,14/03/2019
25.81,15/03/2019
25.83,16/03/2019
25.85,17/03/2019
25.88,18/03/2019
25.90,19/03/2019
25.91,20/03/2019
25.91,21/03/2019
25.96,22/03/2019
25.99,23/03/2019
26.02,24/03/2019
26.04,25/03/2019
26.07,26/03/2019
26.08,27/03/2019
26.10,28/03/2019
26.12,29/03/2019
26.16,30/03/2019
26.21,31/03/2019
26.26,01/04/2019
26.30,02/04/2019
26.34,03/04/2019
26.37,04/04/2019
26.38,05/04/2019
26.41,06/04/2019
26.44,07/04/2019
26.48,08/04/2019
26.51,09/04/2019
26.56,10/04/2019
26.62,11/04/2019
26.66,12/04/2019
26.70,13/04/2019
26.73,14/04/2019
26.76,15/04/2019
26.80,16/04/2019
26.85,17/04/2019
26.89,18/04/2019
26.93,19/04/2019
26.98,20/04/2019
27.03,21/04/2019
27.09,22/04/2019
27.14,23/04/2019
27.20,24/04/2019
27.23,25/04/2019
27.26,26/04/2019
27.31,27/04/2019
27.36,28/04/2019
27.40,29/04/2019
27.47,30/04/2019
27.53,01/05/2019
27.58,02/05/2019
27.61,03/05/2019
27.65,04/05/2019
27.69,05/05/2019
27.74,06/05/2019
27.80,07/05/2019
27.84,08/05/2019
27.89,09/05/2019
27.92,10/05/2019
27.96,11/05/2019
28.01,12/05/2019
28.06,13/05/2019
28.10,14/05/2019
28.18,15/05/2019
28.23,16/05/2019
28.28,17/05/2019
28.33,18/05/2019
28.38,19/05/2019
28.44,20/05/2019
28.51,21/05/2019
28.57,22/05/2019
28.61,23/05/2019
28.66,24/05/2019
28.71,25/05/2019
28.75,26/05/2019
28.79,27/05/2019
28.82,28/05/2019
28.86,29/05/2019
28.90,30/05/2019
28.93,31/05/2019
28.97,01/06/2019
29.02,02/06/2019
29.07,03/06/2019
29.11,04/06/2019
29.14,05/06/2019
29.17,06/06/2019
29.19,07/06/2019
29.22,08/06/2019
29.25,09/06/2019
29.27,10/06/2019
29.29,11/06/2019
29.30,12/06/2019
29.31,13/06/2019
29.34,14/06/2019
29.36,15/06/2019
29.38,16/06/2019
29.39,17/06/2019
29.40,18/06/2019
29.40,19/06/2019
29.40,20/06/2019
29.41,21/06/2019
29.42,22/06/2019
29.42,23/06/2019
29.42,24/06/2019
29.42,25/06/2019
29.41,26/06/2019
29.38,27/06/2019
29.36,28/06/2019
29.34,29/06/2019
29.32,30/06/2019
29.31,01/07/2019
29.29,02/07/2019
29.28,03/07/2019
29.26,04/07/2019
29.24,05/07/2019
29.22,06/07/2019
29.20,07/07/2019
29.17,08/07/2019
29.16,09/07/2019
29.15,10/07/2019
29.12,11/07/2019
29.10,12/07/2019
29.08,13/07/2019
29.05,14/07/2019
29.02,15/07/2019
28.99,16/07/2019
28.95,17/07/2019
28.91,18/07/2019
28.88,19/07/2019
28.86,20/07/2019
28.83,21/07/2019
28.80,22/07/2019
28.75,23/07/2019
28.70,24/07/2019
28.66,25/07/2019
28.61,26/07/2019
28.56,27/07/2019
28.51,28/07/2019
28.45,29/07/2019
28.40,30/07/2019
28.34,31/07/2019
28.30,01/08/2019
28.25,02/08/2019
28.20,03/08/2019
28.15,04/08/2019
28.09,05/08/2019
28.02,06/08/2019
27.96,07/08/2019
27.90,08/08/2019
27.84,09/08/2019
27.80,10/08/2019
27.76,11/08/2019
27.71,12/08/2019
27.65,13/08/2019
27.58,14/08/2019
27.51,15/08/2019
27.44,16/08/2019
27.39,17/08/2019
27.34,18/08/2019
27.30,19/08/2019
27.24,20/08/2019
27.19,21/08/2019
27.16,22/08/2019
27.14,23/08/2019
27.07,24/08/2019
27.00,25/08/2019
26.92,26/08/2019
26.83,27/08/2019
26.72,28/08/2019
26.62,29/08/2019
26.51,30/08/2019
26.41,31/08/2019
26.31,01/09/2019
26.22,02/09/2019
26.15,03/09/2019
26.07,04/09/2019
25.98,05/09/2019
25.88,06/09/2019
25.76,07/09/2019
25.64,08/09/2019
25.51,09/09/2019
26.36,10/09/2019
25.21,11/09/2019
25.05,12/09/2019
24.87,13/09/2019
24.75,14/09/2019
24.62,15/09/2019
24.49,16/09/2019
24.33,17/09/2019
24.13,18/09/2019
23.91,19/09/2019
23.71,20/09/2019
23.50,21/09/2019
23.28,22/09/2019
23.06,23/09/2019
22.84,24/09/2019
22.66,25/09/2019
22.46,26/09/2019
22.24,27/09/2019
22.01,28/09/2019
21.78,29/09/2019
21.54,30/09/2019
21.29,01/10/2019
21.02,02/10/2019
20.78,03/10/2019
20.56,04/10/2019
20.39,05/10/2019
20.23,06/10/2019
20.07,07/10/2019
19.84,08/10/2019
19.60,09/10/2019
19.43,10/10/2019
19.29,11/10/2019
19.16,12/10/2019
19.03,13/10/2019
18.91,14/10/2019
18.83,15/10/2019
18.74,16/10/2019
18.66,17/10/2019
18.54,18/10/2019
18.45,19/10/2019
18.37,20/10/2019
18.29,21/10/2019
18.22,22/10/2019
18.17,23/10/2019
18.11,24/10/2019
18.06,25/10/2019
18.08,26/10/2019
18.11,27/10/2019
18.14,28/10/2019
18.20,29/10/2019
18.32,30/10/2019
18.47,31/10/2019
18.57,01/11/2019
18.63,02/11/2019
18.68,03/11/2019
18.72,04/11/2019
18.77,05/11/2019
18.82,06/11/2019
18.87,07/11/2019
18.91,08/11/2019
18.95,09/11/2019
18.98,10/11/2019
19.01,11/11/2019
19.07,12/11/2019
19.16,13/11/2019
19.20,14/11/2019
19.24,15/11/2019
19.28,16/11/2019
19.33,17/11/2019
19.39,18/11/2019
19.43,19/11/2019
19.48,20/11/2019
19.54,21/11/2019
19.63,22/11/2019
19.71,23/11/2019
19.80,24/11/2019
19.89,25/11/2019
19.96,26/11/2019
20.05,27/11/2019
20.17,28/11/2019
20.31,29/11/2019
20.42,30/11/2019
20.52,01/12/2019
20.62,02/12/2019
20.77,03/12/2019
20.90,04/12/2019
21.01,05/12/2019
21.14,06/12/2019
21.18,07/12/2019
21.22,08/12/2019
21.27,09/12/2019
21.31,10/12/2019
21.34,11/12/2019
21.38,12/12/2019
21.42,13/12/2019
21.45,14/12/2019
21.48,15/12/2019
21.52,16/12/2019
21.55,17/12/2019
21.60,18/12/2019
21.67,19/12/2019
21.72,20/12/2019
21.80,21/12/2019
21.89,22/12/2019
21.98,23/12/2019
22.04,24/12/2019
22.14,25/12/2019
22.25,26/12/2019
22.38,27/12/2019
22.47,28/12/2019
22.56,29/12/2019
22.66,30/12/2019
22.76,31/12/2019
22.87,01/01/2020
22.99,02/01/2020
23.06,03/01/2020
23.12,04/01/2020
23.18,05/01/2020
23.25,06/01/2020
23.32,07/01/2020
23.38,08/01/2020
23.43,09/01/2020
23.50,10/01/2020
23.56,11/01/2020
23.63,12/01/2020
23.70,13/01/2020
23.78,14/01/2020
23.86,15/01/2020
23.95,16/01/2020
24.06,17/01/2020
24.09,18/01/2020
24.12,19/01/2020
24.16,20/01/2020
24.20,21/01/2020
24.26,22/01/2020
24.32,23/01/2020
24.36,24/01/2020
24.40,25/01/2020
24.43,26/01/2020
24.46,27/01/2020
24.51,28/01/2020
24.53,29/01/2020
24.54,30/01/2020
24.55,31/01/2020
24.56,01/02/2020
24.57,02/02/2020
24.59,03/02/2020
24.60,04/02/2020
24.61,05/02/2020
24.62,06/02/2020
24.62,07/02/2020
24.62,08/02/2020
24.61,09/02/2020
24.59,10/02/2020
24.56,11/02/2020
24.54,12/02/2020
24.54,13/02/2020
24.55,14/02/2020
24.56,15/02/2020
24.58,16/02/2020
24.60,17/02/2020
24.61,18/02/2020
24.61,19/02/2020
24.61,20/02/2020
24.59,21/02/2020
24.57,22/02/2020
24.55,23/02/2020
24.54,24/02/2020
24.53,25/02/2020
24.52,26/02/2020
24.52,27/02/2020
24.54,28/02/2020
24.55,29/02/2020
24.55,01/03/2020
24.55,02/03/2020
24.56,03/03/2020
24.58,04/03/2020
24.60,05/03/2020
24.60,06/03/2020
24.60,07/03/2020
24.61,08/03/2020
24.63,09/03/2020
24.65,10/03/2020
24.67,11/03/2020
24.68,12/03/2020
24.69,13/03/2020
24.71,14/03/2020
24.74,15/03/2020
24.77,16/03/2020
24.80,17/03/2020
24.84,18/03/2020
24.87,19/03/2020
24.92,20/03/2020
24.96,21/03/2020
25.00,22/03/2020
25.05,23/03/2020
25.08,24/03/2020
25.10,25/03/2020
25.12,26/03/2020
25.13,27/03/2020
25.14,28/03/2020
25.16,29/03/2020
25.18,30/03/2020
25.22,31/03/2020
25.27,01/04/2020
25.34,02/04/2020
25.39,03/04/2020
25.41,04/04/2020
25.41,05/04/2020
25.41,06/04/2020
25.42,07/04/2020
25.43,08/04/2020
25.48,09/04/2020
25.53,10/04/2020
25.59,11/04/2020
25.66,12/04/2020
25.73,13/04/2020
25.77,14/04/2020
25.83,15/04/2020
25.88,16/04/2020
25.95,17/04/2020
26.02,18/04/2020
26.08,19/04/2020
26.14,20/04/2020
26.20,21/04/2020
26.25,22/04/2020
26.31,23/04/2020
26.36,24/04/2020
26.42,25/04/2020
26.49,26/04/2020
26.56,27/04/2020
26.63,28/04/2020
26.68,29/04/2020
26.72,30/04/2020
26.77,01/05/2020
26.82,02/05/2020
26.88,03/05/2020
26.95,04/05/2020
27.03,05/05/2020
27.08,06/05/2020
27.12,07/05/2020
27.19,08/05/2020
27.24,09/05/2020
27.28,10/05/2020
27.32,11/05/2020
27.36,12/05/2020
27.42,13/05/2020
27.47,14/05/2020
27.53,15/05/2020
27.59,16/05/2020
27.64,17/05/2020
27.68,18/05/2020
27.73,19/05/2020
27.79,20/05/2020
27.83,21/05/2020
27.87,22/05/2020
27.92,23/05/2020
27.97,24/05/2020
28.03,25/05/2020
28.07,26/05/2020
28.11,27/05/2020
28.17,28/05/2020
28.20,29/05/2020
28.23,30/05/2020
28.26,31/05/2020
28.28,01/06/2020
28.31,02/06/2020
28.33,03/06/2020
28.35,04/06/2020
28.38,05/06/2020
28.41,06/06/2020
28.44,07/06/2020
28.46,08/06/2020
28.47,09/06/2020
28.48,10/06/2020
28.49,11/06/2020
28.49,12/06/2020
28.49,13/06/2020
28.50,14/06/2020
28.51,15/06/2020
28.51,16/06/2020
28.51,17/06/2020
28.52,18/06/2020
28.52,19/06/2020
28.52,20/06/2020
28.51,21/06/2020
28.49,22/06/2020
28.47,23/06/2020
28.46,24/06/2020
28.45,25/06/2020
28.44,26/06/2020
28.43,27/06/2020
28.42,28/06/2020
28.40,29/06/2020
28.39,30/06/2020
28.38,01/07/2020
28.37,02/07/2020
28.35,03/07/2020
28.33,04/07/2020
28.32,05/07/2020
28.32,06/07/2020
28.32,07/07/2020
28.31,08/07/2020
28.30,09/07/2020
28.28,10/07/2020
28.26,11/07/2020
28.25,12/07/2020
28.24,13/07/2020
28.23,14/07/2020
28.20,15/07/2020
28.17,16/07/2020
28.15,17/07/2020
28.12,18/07/2020
28.09,19/07/2020
28.05,20/07/2020
28.01,21/07/2020
27.98,22/07/2020
27.94,23/07/2020
27.90,24/07/2020
27.86,25/07/2020
27.82,26/07/2020
27.77,27/07/2020
27.72,28/07/2020
27.67,29/07/2020
27.60,30/07/2020
27.54,31/07/2020
27.49,01/08/2020
27.43,02/08/2020
27.37,03/08/2020
27.30,04/08/2020
27.25,05/08/2020
27.20,06/08/2020
27.15,07/08/2020
27.09,08/08/2020
27.03,09/08/2020
26.96,10/08/2020
26.89,11/08/2020
26.84,12/08/2020
26.77,13/08/2020
26.67,14/08/2020
26.60,15/08/2020
26.53,16/08/2020
26.45,17/08/2020
26.35,18/08/2020
26.25,19/08/2020
26.15,20/08/2020
26.05,21/08/2020
25.96,22/08/2020
25.86,23/08/2020
25.76,24/08/2020
25.63,25/08/2020
25.51,26/08/2020
25.39,27/08/2020
25.26,28/08/2020
25.13,29/08/2020
25.00,30/08/2020
24.85,31/08/2020
24.67,01/09/2020
24.51,02/09/2020
24.33,03/09/2020
24.17,04/09/2020
23.98,05/09/2020
23.79,06/09/2020
23.59,07/09/2020
23.39,08/09/2020
23.17,09/09/2020
22.95,10/09/2020
22.75,11/09/2020
22.53,12/09/2020
22.29,13/09/2020
22.05,14/09/2020
21.80,15/09/2020
21.54,16/09/2020
21.28,17/09/2020
21.01,18/09/2020
20.74,19/09/2020
20.49,20/09/2020
20.24,21/09/2020
19.99,22/09/2020
19.75,23/09/2020
19.53,24/09/2020
19.27,25/09/2020
19.07,26/09/2020
18.88,27/09/2020
18.69,28/09/2020
18.49,29/09/2020
18.31,30/09/2020
18.13,01/10/2020
17.97,02/10/2020
17.81,03/10/2020
17.66,04/10/2020
17.51,05/10/2020
17.36,06/10/2020
17.28,07/10/2020
17.21,08/10/2020
17.15,09/10/2020
17.09,10/10/2020
17.04,11/10/2020
17.01,12/10/2020
16.99,13/10/2020
16.98,14/10/2020
16.97,15/10/2020
16.97,16/10/2020
16.98,17/10/2020
17.00,18/10/2020
17.02,19/10/2020
17.03,20/10/2020
17.05,21/10/2020
17.08,22/10/2020
17.09,23/10/2020
17.07,24/10/2020
17.05,25/10/2020
17.02,26/10/2020
16.98,27/10/2020
16.94,28/10/2020
16.89,29/10/2020
16.85,30/10/2020
16.81,31/10/2020
16.77,01/11/2020
16.72,02/11/2020
16.66,03/11/2020
16.62,04/11/2020
16.61,05/11/2020
16.60,06/11/2020
16.60,07/11/2020
16.61,08/11/2020
16.63,09/11/2020
16.65,10/11/2020
16.66,11/11/2020
16.67,12/11/2020
16.69,13/11/2020
16.71,14/11/2020
16.74,15/11/2020
16.77,16/11/2020
16.81,17/11/2020
16.86,18/11/2020
16.92,19/11/2020
